TIPO,DISTRI,SKU,DESCRIPCIÓN,DESCRIPCIÓN BB,ene.-15,feb.-15,mar.-15,abr.-15,may.-15,jun.-15,jul.-15,ago.-15,sept.-15,oct.-15,nov.-15,dic.-15,ene.-16,feb.-16,mar.-16,abr.-16,may.-16,jun.-16,jul.-16,ago.-16,sept.-16,oct.-16,nov.-16,dic.-16,ene.-17,feb.-17,mar.-17,abr.-17,may.-17,jun.-17,jul.-17,ago.-17,sept.-17,oct.-17,nov.-17,dic.-17,ene.-18,feb.-18,mar.-18,abr.-18,may.-18,jun.-18,jul.-18,ago.-18,sept.-18,oct.-18,nov.-18,dic.-18,ene.-19,feb.-19,mar.-19,abr.-19,may.-19,jun.-19,jul.-19,ago.-19,sept.-19,oct.-19,nov.-19,dic.-19,0
VENTAS,DISTRIBUIDOR19,1021,AGUA0.6SG,PLAN Vta Trade,  6.972 ,  5.360 ,  6.494 ,  4.750 ,  3.536 ,  4.000 ,  4.364 ,  3.832 ,  3.702 ,  3.119 ,  4.406 ,  6.082 ,  5.456 ,  5.022 ,  3.809 ,  2.356 ,  1.755 ,  2.701 ,  3.922 ,  3.576 ,  4.023 ,  4.115 ,  6.506 ,  7.122 ,  6.662 ,  5.532 ,  5.907 ,  5.210 ,  3.247 ,  5.581 ,  5.937 ,  5.497 ,  5.903 ,  5.421 ,  7.109 ,  7.258 ,  11.819 ,  6.547 ,  5.922 ,  5.075 ,  3.922 ,  2.905 ,  4.570 ,  4.677 ,  4.176 ,  5.370 ,  6.543 ,  6.331 ,  7.250 ,  4.720 ,  5.047 ,  4.861 ,  3.051 ,  3.580 ,  3.888 ,  4.435 ,  3.708 ,  4.759 ,  5.662 ,  6.028 ,
VENTAS,DISTRIBUIDOR1,1024,AGUA1SG,PLAN Vta Trade,  2.125 ,  1.982 ,  2.475 ,  1.676 ,  1.319 ,  1.159 ,  1.139 ,  1.341 ,  1.696 ,  2.117 ,  2.301 ,  2.643 ,  2.365 ,  1.861 ,  2.392 ,  1.598 ,  1.147 ,  1.449 ,  1.497 ,  2.159 ,  2.332 ,  2.889 ,  3.609 ,  5.406 ,  3.903 ,  3.892 ,  3.755 ,  2.855 ,  2.201 ,  2.303 ,  2.703 ,  2.699 ,  2.954 ,  4.313 ,  5.272 ,  5.990 ,  5.605 ,  5.125 ,  4.890 ,  4.278 ,  3.006 ,  2.492 ,  2.483 ,  3.301 ,  3.929 ,  5.020 ,  5.748 ,  4.536 ,  4.739 ,  4.019 ,  3.644 ,  4.231 ,  2.687 ,  2.771 ,  2.706 ,  3.078 ,  3.550 ,  4.833 ,  4.810 ,  3.770 ,
VENTAS,DISTRIBUIDOR2,1024,AGUA1SG,PLAN Vta Trade,  9.662 ,  5.719 ,  3.819 ,  3.093 ,  1.357 ,  1.026 ,  1.400 ,  1.026 ,  1.893 ,  1.868 ,  3.646 ,  7.868 ,  10.329 ,  2.230 ,  2.488 ,  1.186 ,  693 ,  960 ,  883 ,  1.335 ,  1.650 ,  2.509 ,  4.751 ,  8.232 ,  8.929 ,  8.356 ,  4.225 ,  2.057 ,  1.447 ,  1.389 ,  1.583 ,  1.526 ,  1.929 ,  3.441 ,  4.191 ,  7.107 ,  13.031 ,  5.676 ,  4.050 ,  3.414 ,  1.962 ,  1.612 ,  1.832 ,  1.676 ,  2.174 ,  3.405 ,  5.785 ,  8.076 ,  5.996 ,  6.412 ,  2.735 ,  2.464 ,  1.498 ,  1.278 ,  2.329 ,  1.340 ,  1.796 ,  2.610 ,  4.200 ,  3.444 ,
VENTAS,DISTRIBUIDOR3,1024,AGUA1SG,PLAN Vta Trade,  5.245 ,  5.885 ,  7.761 ,  5.051 ,  3.946 ,  3.577 ,  3.624 ,  3.485 ,  5.227 ,  5.935 ,  7.409 ,  10.800 ,  8.526 ,  9.522 ,  4.834 ,  4.303 ,  3.374 ,  3.676 ,  4.275 ,  4.366 ,  5.902 ,  6.747 ,  13.438 ,  17.875 ,  11.462 ,  11.087 ,  12.078 ,  6.436 ,  6.894 ,  6.067 ,  5.464 ,  7.640 ,  7.856 ,  12.795 ,  16.159 ,  15.512 ,  15.327 ,  14.892 ,  11.997 ,  12.222 ,  7.590 ,  6.628 ,  6.718 ,  7.761 ,  9.348 ,  13.044 ,  15.852 ,  11.286 ,  11.032 ,  12.848 ,  9.840 ,  10.115 ,  6.396 ,  5.892 ,  6.947 ,  7.012 ,  8.364 ,  11.835 ,  15.468 ,  13.938 ,
VENTAS,DISTRIBUIDOR4,1024,AGUA1SG,PLAN Vta Trade,  34.330 ,  42.296 ,  54.300 ,  44.129 ,  34.671 ,  34.872 ,  32.937 ,  33.240 ,  38.087 ,  42.008 ,  48.216 ,  62.003 ,  45.125 ,  39.402 ,  36.100 ,  35.711 ,  29.383 ,  30.131 ,  30.319 ,  37.427 ,  38.613 ,  42.264 ,  62.884 ,  74.974 ,  51.271 ,  59.272 ,  57.388 ,  38.913 ,  42.692 ,  37.468 ,  35.957 ,  44.544 ,  43.937 ,  57.792 ,  69.339 ,  54.138 ,  57.420 ,  49.175 ,  50.733 ,  54.348 ,  40.722 ,  34.508 ,  36.809 ,  40.331 ,  44.326 ,  52.890 ,  61.137 ,  48.405 ,  49.380 ,  57.204 ,  44.100 ,  43.475 ,  37.405 ,  32.142 ,  34.986 ,  35.821 ,  38.993 ,  46.949 ,  60.794 ,  60.725 ,
VENTAS,DISTRIBUIDOR5,1024,AGUA1SG,PLAN Vta Trade,  5.027 ,  4.253 ,  4.718 ,  3.338 ,  2.333 ,  2.200 ,  2.877 ,  2.494 ,  2.857 ,  3.652 ,  6.514 ,  7.098 ,  5.362 ,  6.227 ,  4.231 ,  2.736 ,  2.359 ,  2.390 ,  2.358 ,  3.189 ,  3.933 ,  3.158 ,  6.112 ,  9.192 ,  7.420 ,  8.020 ,  5.437 ,  3.559 ,  4.235 ,  2.726 ,  3.911 ,  4.463 ,  4.798 ,  7.079 ,  5.757 ,  6.774 ,  9.082 ,  8.885 ,  6.541 ,  5.094 ,  4.529 ,  3.186 ,  3.972 ,  3.540 ,  5.405 ,  5.352 ,  6.161 ,  10.769 ,  3.863 ,  7.092 ,  4.431 ,  1.943 ,  3.552 ,  2.921 ,  2.590 ,  4.242 ,  4.309 ,  4.898 ,  7.745 ,  5.952 ,
VENTAS,DISTRIBUIDOR6,1024,AGUA1SG,PLAN Vta Trade,  2.137 ,  1.687 ,  2.598 ,  2.050 ,  1.314 ,  786 ,  945 ,  2.050 ,  1.144 ,  1.275 ,  3.186 ,  2.348 ,  2.663 ,  1.356 ,  2.883 ,  864 ,  794 ,  761 ,  968 ,  2.518 ,  896 ,  1.666 ,  2.757 ,  4.253 ,  2.285 ,  3.520 ,  3.117 ,  1.874 ,  2.924 ,  1.305 ,  1.411 ,  2.145 ,  1.933 ,  3.809 ,  4.782 ,  4.535 ,  4.685 ,  3.756 ,  4.108 ,  2.868 ,  2.478 ,  1.331 ,  2.244 ,  3.029 ,  2.351 ,  5.550 ,  3.570 ,  4.266 ,  4.142 ,  3.972 ,  4.181 ,  1.385 ,  1.584 ,  2.604 ,  1.768 ,  1.434 ,  3.156 ,  3.882 ,  3.216 ,  1.494 ,
VENTAS,DISTRIBUIDOR7,1024,AGUA1SG,PLAN Vta Trade,  2.036 ,  2.300 ,  2.886 ,  1.738 ,  1.201 ,  1.152 ,  1.014 ,  1.280 ,  1.492 ,  1.749 ,  2.205 ,  3.311 ,  2.254 ,  1.832 ,  2.093 ,  1.192 ,  1.081 ,  1.077 ,  1.331 ,  1.683 ,  1.466 ,  2.190 ,  2.881 ,  3.992 ,  3.198 ,  3.174 ,  3.219 ,  2.027 ,  2.050 ,  1.810 ,  1.559 ,  2.535 ,  729 ,  2.909 ,  3.520 ,  3.514 ,  3.281 ,  2.064 ,  2.274 ,  3.222 ,  2.256 ,  1.512 ,  1.776 ,  2.028 ,  2.850 ,  3.426 ,  4.818 ,  3.600 ,  1.506 ,  3.714 ,  3.384 ,  486 ,  1.716 ,  1.488 ,  1.644 ,  1.896 ,  2.358 ,  1.422 ,  4.086 ,  3.192 ,
VENTAS,DISTRIBUIDOR8,1024,AGUA1SG,PLAN Vta Trade,  3.362 ,  2.137 ,  2.779 ,  2.735 ,  1.937 ,  1.338 ,  1.649 ,  1.574 ,  2.298 ,  2.507 ,  3.646 ,  4.612 ,  3.950 ,  3.931 ,  3.200 ,  3.082 ,  2.042 ,  1.758 ,  1.779 ,  2.299 ,  2.448 ,  3.098 ,  5.086 ,  6.779 ,  4.843 ,  5.037 ,  4.997 ,  3.220 ,  2.653 ,  2.710 ,  2.371 ,  3.046 ,  1.247 ,  4.693 ,  4.620 ,  6.205 ,  6.285 ,  3.096 ,  4.258 ,  3.702 ,  2.711 ,  2.592 ,  3.312 ,  3.600 ,  3.521 ,  5.382 ,  6.665 ,  6.413 ,  2.472 ,  5.724 ,  771 ,  -   ,  2.154 ,  24 ,  1.674 ,  2.166 ,  3.263 ,  3.666 ,  3.275 ,  3.240 ,
VENTAS,DISTRIBUIDOR9,1024,AGUA1SG,PLAN Vta Trade,  571 ,  634 ,  601 ,  245 ,  261 ,  48 ,- 13 ,  162 ,  373 ,  586 ,  375 ,  602 ,  943 ,  559 ,  538 ,  233 ,  125 ,  192 ,  227 ,  171 ,  147 ,  417 ,  966 ,  730 ,  362 ,  552 ,  704 ,  566 ,  229 ,  451 ,  289 ,  719 ,  515 ,  630 ,  1.310 ,  1.270 ,  -   ,  1.577 ,  762 ,  1.134 ,  624 ,  528 ,  636 ,  564 ,  834 ,  1.506 ,  1.764 ,  1.662 ,  240 ,  1.866 ,  1.014 ,  690 ,  672 ,  551 ,  642 ,  702 ,  690 ,  1.133 ,  1.230 ,  1.458 ,
VENTAS,DISTRIBUIDOR10,1024,AGUA1SG,PLAN Vta Trade,  3.510 ,  3.293 ,  4.506 ,  4.124 ,  2.318 ,  2.190 ,  1.837 ,  2.059 ,  2.604 ,  2.461 ,  3.549 ,  4.835 ,  4.033 ,  4.622 ,  3.248 ,  1.999 ,  2.066 ,  1.839 ,  2.265 ,  2.626 ,  3.055 ,  4.005 ,  6.944 ,  9.094 ,  6.510 ,  6.208 ,  6.016 ,  5.154 ,  4.267 ,  4.347 ,  3.993 ,  5.107 ,  4.842 ,  6.805 ,  7.972 ,  10.483 ,  9.186 ,  9.111 ,  8.596 ,  7.105 ,  4.705 ,  4.444 ,  5.047 ,  5.236 ,  5.811 ,  7.750 ,  8.067 ,  6.981 ,  8.745 ,  6.741 ,  5.834 ,  5.906 ,  4.614 ,  4.102 ,  4.901 ,  4.462 ,  5.387 ,  7.050 ,  9.961 ,  9.822 ,
VENTAS,DISTRIBUIDOR11,1024,AGUA1SG,PLAN Vta Trade,  12.962 ,  7.245 ,  3.880 ,  -   ,  2.640 ,  821 ,  1.192 ,  1.262 ,  1.911 ,  1.995 ,  2.137 ,  3.005 ,  2.861 ,  1.931 ,  793 ,  698 ,  751 ,  1.201 ,  1.325 ,  1.945 ,  1.969 ,  1.283 ,  3.741 ,  5.727 ,  2.054 ,  1.688 ,  2.525 ,  1.029 ,  1.798 ,  2.261 ,  2.512 ,  2.306 ,  2.880 ,  3.035 ,  5.304 ,  4.046 ,  2.430 ,  4.481 ,  4.672 ,  4.660 ,  1.445 ,  2.266 ,  2.604 ,  3.388 ,  3.586 ,  4.688 ,  6.425 ,  4.270 ,  4.552 ,  4.307 ,  3.627 ,  580 ,  2.824 ,  2.478 ,  2.790 ,  2.693 ,  3.339 ,  4.850 ,  4.021 ,  3.455 ,
VENTAS,DISTRIBUIDOR12,1024,AGUA1SG,PLAN Vta Trade,  64.472 ,  65.325 ,  80.954 ,  64.075 ,  49.516 ,  47.868 ,  44.272 ,  42.888 ,  56.652 ,  58.554 ,  70.936 ,  95.871 ,  75.437 ,  72.813 ,  57.283 ,  42.692 ,  42.440 ,  41.835 ,  44.852 ,  52.270 ,  59.245 ,  65.881 ,  102.965 ,  206.919 ,  63.781 ,  99.969 ,  77.012 ,  56.530 ,  66.386 ,  57.469 ,  53.359 ,  66.837 ,  65.810 ,  90.199 ,  111.308 ,  111.909 ,  111.263 ,  88.560 ,  98.096 ,  87.269 ,  42.411 ,  61.422 ,  50.178 ,  61.400 ,  71.945 ,  85.613 ,  109.010 ,  77.605 ,  84.472 ,  93.697 ,  70.202 ,  64.138 ,  57.577 ,  46.752 ,  50.257 ,  51.747 ,  60.136 ,  76.260 ,  99.581 ,  80.151 ,
VENTAS,DISTRIBUIDOR13,1024,AGUA1SG,PLAN Vta Trade,  289 ,  1.617 ,  910 ,  324 ,  143 ,  378 ,  261 ,  246 ,  295 ,  314 ,  490 ,  560 ,  629 ,  827 ,  191 ,  316 ,  221 ,  241 ,  319 ,  463 ,  411 ,  466 ,  1.084 ,  789 ,  1.366 ,  734 ,  585 ,  247 ,  229 ,  235 ,  186 ,  487 ,  645 ,  629 ,  871 ,  1.022 ,  875 ,  817 ,  664 ,  534 ,  276 ,  240 ,  414 ,  288 ,  672 ,  666 ,  1.248 ,  1.242 ,  1.110 ,  714 ,  552 ,  672 ,  294 ,  282 ,  480 ,  456 ,  636 ,  942 ,  1.314 ,  1.398 ,
VENTAS,DISTRIBUIDOR14,1024,AGUA1SG,PLAN Vta Trade,  26.750 ,  22.972 ,  20.587 ,  15.841 ,  10.874 ,  10.152 ,  9.664 ,  9.314 ,  13.394 ,  14.604 ,  19.921 ,  33.144 ,  35.909 ,  34.291 ,  17.768 ,  11.339 ,  10.028 ,  10.786 ,  11.450 ,  14.873 ,  15.682 ,  17.581 ,  36.223 ,  51.734 ,  44.581 ,  39.023 ,  28.483 ,  19.673 ,  18.214 ,  16.971 ,  13.978 ,  21.458 ,  20.268 ,  29.813 ,  38.061 ,  47.736 ,  55.641 ,  44.131 ,  31.931 ,  27.347 ,  20.337 ,  16.873 ,  18.477 ,  21.293 ,  23.218 ,  33.378 ,  38.940 ,  37.286 ,  46.480 ,  39.408 ,  24.902 ,  23.108 ,  17.389 ,  15.223 ,  17.414 ,  16.143 ,  20.135 ,  27.455 ,  37.819 ,  45.494 ,
VENTAS,DISTRIBUIDOR15,1024,AGUA1SG,PLAN Vta Trade,  839 ,  6 ,  2.053 ,  1.456 ,  891 ,  900 ,  830 ,  715 ,  1.005 ,  1.346 ,  1.596 ,  2.197 ,  4.110 ,  -   ,  1.989 ,  1.037 ,  705 ,  656 ,  1.202 ,  994 ,  1.246 ,  1.527 ,  2.472 ,  4.867 ,  2.902 ,  3.155 ,  3.002 ,  3.842 ,  2.219 ,  2.453 ,  1.589 ,  1.863 ,  2.393 ,  4.106 ,  4.003 ,  5.105 ,  4.301 ,  2.916 ,  4.314 ,  3.636 ,  2.364 ,  1.962 ,  1.920 ,  2.424 ,  2.586 ,  3.600 ,  4.812 ,  3.828 ,  5.580 ,  5.484 ,  3.402 ,  1.434 ,  2.658 ,  1.968 ,  1.956 ,  2.184 ,  2.514 ,  4.212 ,  2.838 ,  2.412 ,
VENTAS,DISTRIBUIDOR16,1024,AGUA1SG,PLAN Vta Trade,  4.031 ,  4.595 ,  5.722 ,  4.015 ,  2.522 ,  3.242 ,  830 ,  2.982 ,  2.341 ,  5.258 ,  4.106 ,  4.658 ,  6.083 ,  5.656 ,  3.846 ,  4.013 ,  1.636 ,  3.713 ,  2.917 ,  2.912 ,  2.778 ,  3.823 ,  3.785 ,  7.070 ,  7.986 ,  8.245 ,  9.053 ,  6.110 ,  3.167 ,  2.153 ,  1.962 ,  2.364 ,  1.344 ,  3.447 ,  4.998 ,  5.184 ,  6.786 ,  3.023 ,  3.360 ,  3.317 ,  2.701 ,  1.548 ,  2.113 ,  2.586 ,  2.865 ,  3.685 ,  4.994 ,  4.611 ,  4.669 ,  4.258 ,  3.190 ,  1.500 ,  2.700 ,  2.016 ,  1.926 ,  2.549 ,  2.483 ,  2.837 ,  3.382 ,  3.348 ,
VENTAS,DISTRIBUIDOR17,1024,AGUA1SG,PLAN Vta Trade,  567 ,  899 ,  893 ,  1.089 ,  838 ,  870 ,  866 ,  980 ,  987 ,  1.103 ,  837 ,  1.469 ,  1.323 ,  1.124 ,  1.220 ,  733 ,  884 ,  1.176 ,  878 ,  1.000 ,  834 ,  1.086 ,  1.818 ,  2.562 ,  2.482 ,  5.182 ,  8.451 ,  4.385 ,  3.872 ,  2.020 ,  1.998 ,  1.544 ,  1.386 ,  1.742 ,  2.889 ,  2.686 ,  2.108 ,  2.430 ,  2.058 ,  2.676 ,  1.362 ,  1.164 ,  1.308 ,  1.603 ,  1.818 ,  2.292 ,  2.700 ,  2.424 ,  2.478 ,  2.413 ,  2.298 ,  1.860 ,  1.560 ,  1.338 ,  1.224 ,  1.524 ,  1.631 ,  2.178 ,  2.046 ,  1.692 ,
VENTAS,DISTRIBUIDOR18,1024,AGUA1SG,PLAN Vta Trade,  26.002 ,  17.707 ,  20.434 ,  16.058 ,  10.243 ,  9.534 ,  8.717 ,  9.015 ,  11.554 ,  13.604 ,  17.081 ,  36.283 ,  38.204 ,  14.960 ,  14.153 ,  8.630 ,  9.346 ,  8.334 ,  11.513 ,  14.728 ,  12.674 ,  15.115 ,  24.710 ,  38.714 ,  53.655 ,  31.193 ,  24.663 ,  15.126 ,  13.621 ,  13.034 ,  13.778 ,  15.982 ,  17.005 ,  25.524 ,  28.576 ,  42.302 ,  66.121 ,  36.070 ,  26.546 ,  19.765 ,  14.432 ,  11.712 ,  14.781 ,  14.552 ,  18.403 ,  24.192 ,  29.930 ,  32.456 ,  49.217 ,  30.882 ,  19.526 ,  19.030 ,  12.513 ,  10.917 ,  13.824 ,  14.134 ,  17.444 ,  19.829 ,  27.352 ,  38.804 ,
VENTAS,DISTRIBUIDOR19,1024,AGUA1SG,PLAN Vta Trade,  397 ,  257 ,  292 ,  104 ,  238 ,  294 ,  131 ,  373 ,  60 ,  202 ,  227 ,  181 ,  285 ,  172 ,  203 ,  215 ,  149 ,  56 ,  233 ,  213 ,  209 ,  282 ,  632 ,  735 ,  427 ,  686 ,  681 ,  392 ,  392 ,  222 ,  385 ,  330 ,  392 ,  278 ,  562 ,  1.010 ,  728 ,  1.164 ,  840 ,  540 ,  162 ,  264 ,  426 ,  384 ,  588 ,  552 ,  870 ,  966 ,  6 ,  456 ,  660 ,  522 ,  384 ,  318 ,  456 ,  419 ,  558 ,  540 ,  324 ,  732 ,
VENTAS,DISTRIBUIDOR1,1202,AGUA0.5CG,PLAN Vta Trade,  216 ,  156 ,  330 ,  151 ,  204 ,  197 ,  420 ,  216 ,  216 ,  217 ,  300 ,  326 ,  132 ,  264 ,  277 ,  180 ,  168 ,  218 ,  145 ,  300 ,  204 ,  228 ,  264 ,  360 ,  240 ,  241 ,  276 ,  264 ,  300 ,  216 ,  168 ,  156 ,  144 ,  204 ,  324 ,  276 ,  312 ,  264 ,  504 ,  216 ,  240 ,  132 ,  72 ,  144 ,  192 ,  228 ,  192 ,  264 ,  168 ,  264 ,  168 ,  348 ,  144 ,  168 ,  264 ,  186 ,  228 ,  288 ,  264 ,  300 ,
VENTAS,DISTRIBUIDOR2,1202,AGUA0.5CG,PLAN Vta Trade,  2.185 ,  601 ,  445 ,  435 ,  156 ,  155 ,  300 ,  204 ,  156 ,  386 ,  384 ,  1.294 ,  1.711 ,  613 ,  627 ,  72 ,  180 ,  109 ,  133 ,  132 ,  240 ,  108 ,  108 ,  1.151 ,  972 ,  650 ,  288 ,  192 ,- 60 ,  96 ,  180 ,  216 ,  156 ,  168 ,  144 ,  972 ,  1.044 ,  492 ,  360 ,  144 ,  108 ,  96 ,  94 ,  120 ,- 17 ,  276 ,  486 ,  1.380 ,  1.956 ,  780 ,  408 ,  204 ,  48 ,  36 ,  60 ,  60 ,  48 ,  372 ,  642 ,  2.583 ,
VENTAS,DISTRIBUIDOR3,1202,AGUA0.5CG,PLAN Vta Trade,  243 ,  265 ,  284 ,  301 ,  213 ,  266 ,  309 ,  174 ,  307 ,  209 ,  210 ,  309 ,  293 ,  677 ,  308 ,  320 ,  183 ,  190 ,  141 ,  294 ,  180 ,  275 ,  243 ,  233 ,  216 ,  291 ,  304 ,  165 ,  258 ,  168 ,  168 ,  147 ,  240 ,  189 ,  237 ,  273 ,  300 ,  131 ,  170 ,  183 ,  146 ,  84 ,  96 ,  256 ,  130 ,  149 ,  162 ,  188 ,  90 ,  198 ,  153 ,  188 ,  90 ,  132 ,  204 ,  150 ,  72 ,  150 ,  158 ,  510 ,
VENTAS,DISTRIBUIDOR4,1202,AGUA0.5CG,PLAN Vta Trade,  12.711 ,  14.128 ,  18.040 ,  16.061 ,  14.004 ,  14.660 ,  16.045 ,  14.484 ,  15.184 ,  15.809 ,  15.007 ,  19.200 ,  12.433 ,  15.271 ,  16.730 ,  13.865 ,  13.760 ,  13.992 ,  13.689 ,  14.581 ,  13.609 ,  12.544 ,  16.379 ,  16.059 ,  12.407 ,  12.867 ,  16.660 ,  12.418 ,  14.075 ,  13.836 ,  13.524 ,  15.550 ,  13.258 ,  13.692 ,  15.840 ,  15.456 ,  11.832 ,  12.765 ,  16.476 ,  15.059 ,  15.960 ,  11.832 ,  13.524 ,  13.920 ,  12.336 ,  14.796 ,  16.536 ,  15.600 ,  12.432 ,  13.296 ,  14.868 ,  14.090 ,  13.282 ,  11.591 ,  14.244 ,  13.415 ,  12.324 ,  15.377 ,  15.343 ,  16.222 ,
VENTAS,DISTRIBUIDOR5,1202,AGUA0.5CG,PLAN Vta Trade,  4.057 ,  2.885 ,  3.930 ,  2.799 ,  1.785 ,  2.431 ,  5.364 ,  3.407 ,  1.322 ,  3.256 ,  3.026 ,  5.091 ,  4.009 ,  4.387 ,  4.041 ,  2.331 ,  2.175 ,  2.108 ,  2.645 ,  2.299 ,  2.164 ,  2.329 ,  2.604 ,  3.619 ,  3.660 ,  3.716 ,  3.211 ,  2.508 ,  2.004 ,  1.740 ,  2.556 ,  2.196 ,  1.800 ,  2.184 ,  3.180 ,  2.928 ,  4.140 ,  3.366 ,  3.084 ,  1.762 ,  1.656 ,  936 ,  2.664 ,  1.688 ,  1.644 ,  1.800 ,  2.472 ,  2.463 ,  3.012 ,  2.256 ,  2.172 ,  2.352 ,  1.272 ,  1.260 ,  2.592 ,  1.200 ,  1.512 ,  2.193 ,  2.375 ,  2.747 ,
VENTAS,DISTRIBUIDOR6,1202,AGUA0.5CG,PLAN Vta Trade,  352 ,  384 ,  481 ,  441 ,  376 ,  208 ,  420 ,  286 ,  325 ,  314 ,  329 ,  242 ,  275 ,  276 ,  343 ,  48 ,  324 ,  194 ,  278 ,  326 ,  330 ,  233 ,  180 ,  339 ,  270 ,  301 ,  288 ,  168 ,  120 ,  120 ,  132 ,  108 ,  180 ,  66 ,  12 ,  -   ,  12 ,  12 ,  36 ,  84 ,  84 ,  24 ,  96 ,  60 ,  24 ,  24 ,  12 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,
VENTAS,DISTRIBUIDOR7,1202,AGUA0.5CG,PLAN Vta Trade,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,
VENTAS,DISTRIBUIDOR8,1202,AGUA0.5CG,PLAN Vta Trade,  408 ,  757 ,  517 ,  519 ,  455 ,  405 ,  420 ,  444 ,  697 ,  398 ,  384 ,  617 ,  419 ,  397 ,  555 ,  505 ,  421 ,  400 ,  362 ,  376 ,  385 ,  408 ,  487 ,  494 ,  396 ,  674 ,  516 ,  381 ,  396 ,  264 ,  474 ,  432 ,  426 ,  369 ,  705 ,  456 ,  330 ,  582 ,  288 ,  354 ,  306 ,  276 ,  276 ,  384 ,  324 ,  378 ,  408 ,  396 ,  270 ,  684 ,  336 ,  444 ,  336 ,  210 ,  294 ,  336 ,  301 ,  373 ,  312 ,  468 ,
VENTAS,DISTRIBUIDOR9,1202,AGUA0.5CG,PLAN Vta Trade,  24 ,  48 ,  36 ,  24 ,  24 ,  24 ,  37 ,  36 ,  48 ,  48 ,  48 ,  48 ,  24 ,  48 ,  48 ,  48 ,  24 ,  36 ,  24 ,  48 ,  24 ,  24 ,  36 ,  36 ,  24 ,  48 ,  72 ,  36 ,  24 ,  36 ,  36 ,  36 ,  12 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  132 ,  60 ,  60 ,  84 ,  108 ,  96 ,  48 ,  96 ,  84 ,  60 ,  60 ,  48 ,  48 ,  48 ,  12 ,  12 ,  24 ,  -   ,
VENTAS,DISTRIBUIDOR10,1202,AGUA0.5CG,PLAN Vta Trade,  656 ,  1.142 ,  2.785 ,  1.041 ,  762 ,  1.360 ,  2.125 ,  1.057 ,  1.479 ,  906 ,  954 ,  1.144 ,  467 ,  1.035 ,  749 ,  470 ,  595 ,  1.385 ,  487 ,  557 ,  774 ,  724 ,  726 ,  626 ,  528 ,  909 ,  665 ,  569 ,  551 ,  611 ,  472 ,  1.606 ,  570 ,  650 ,  710 ,  702 ,  572 ,  631 ,  891 ,  554 ,  728 ,  493 ,  2.275 ,  356 ,  468 ,  432 ,  285 ,  408 ,  166 ,  276 ,  252 ,  459 ,  252 ,  492 ,  336 ,  372 ,  384 ,  336 ,  360 ,  396 ,
VENTAS,DISTRIBUIDOR11,1202,AGUA0.5CG,PLAN Vta Trade,  240 ,  180 ,  264 ,  -   ,  252 ,  83 ,  -   ,  -   ,  24 ,  84 ,  48 ,  73 ,  36 ,  36 ,  97 ,  12 ,  361 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,
VENTAS,DISTRIBUIDOR12,1202,AGUA0.5CG,PLAN Vta Trade,  10.285 ,  10.115 ,  12.394 ,  10.459 ,  9.235 ,  9.274 ,  10.920 ,  9.337 ,  10.050 ,  10.926 ,  10.145 ,  12.914 ,  8.305 ,  11.152 ,  10.761 ,  9.669 ,  9.109 ,  8.860 ,  9.144 ,  9.097 ,  10.170 ,  9.331 ,  10.608 ,  11.361 ,  8.798 ,  9.245 ,  10.411 ,  8.455 ,  8.940 ,  8.376 ,  8.784 ,  8.640 ,  8.677 ,  9.828 ,  9.972 ,  10.320 ,  8.605 ,  7.990 ,  9.108 ,  8.545 ,  7.164 ,  6.504 ,  7.476 ,  7.896 ,  7.320 ,  9.000 ,  9.708 ,  9.482 ,  7.944 ,  8.412 ,  8.378 ,  7.733 ,  7.563 ,  6.408 ,  8.508 ,  7.176 ,  7.764 ,  8.209 ,  9.024 ,  8.880 ,
