TIPO,DISTRI,SKU,DESCRIPCIÓN,DESCRIPCIÓN BB,ene.-15,feb.-15,mar.-15,abr.-15,may.-15,jun.-15,jul.-15,ago.-15,sept.-15,oct.-15,nov.-15,dic.-15,ene.-16,feb.-16,mar.-16,abr.-16,may.-16,jun.-16,jul.-16,ago.-16,sept.-16,oct.-16,nov.-16,dic.-16,ene.-17,feb.-17,mar.-17,abr.-17,may.-17,jun.-17,jul.-17,ago.-17,sept.-17,oct.-17,nov.-17,dic.-17,ene.-18,feb.-18,mar.-18,abr.-18,may.-18,jun.-18,jul.-18,ago.-18,sept.-18,oct.-18,nov.-18,dic.-18,ene.-19,feb.-19,mar.-19,abr.-19,may.-19,jun.-19,jul.-19,ago.-19,sept.-19,oct.-19,nov.-19,dic.-19,0
VENTAS,DISTRIBUIDOR1,1002,AGUA1.5CG,PLAN Vta Trade,  7.642 ,  8.071 ,  9.113 ,  7.099 ,  4.696 ,  5.188 ,  4.386 ,  5.886 ,  5.681 ,  6.737 ,  7.008 ,  10.795 ,  9.669 ,  11.882 ,  8.291 ,  6.788 ,  4.365 ,  4.753 ,  5.789 ,  6.074 ,  5.183 ,  8.064 ,  8.308 ,  8.915 ,  10.540 ,  10.956 ,  8.661 ,  8.921 ,  6.732 ,  5.399 ,  5.801 ,  6.176 ,  7.614 ,  6.979 ,  9.642 ,  14.114 ,  11.443 ,  13.527 ,  7.824 ,  4.658 ,  -   ,  -   ,- 36 ,  243 ,  -   ,  2.657 ,  10.463 ,  9.476 ,  9.072 ,  9.488 ,  8.346 ,  7.953 ,  5.604 ,  5.496 ,  6.239 ,  6.011 ,  6.036 ,  7.008 ,  9.684 ,  10.461 ,
VENTAS,DISTRIBUIDOR2,1002,AGUA1.5CG,PLAN Vta Trade,  44.450 ,  24.752 ,  22.533 ,  10.720 ,  8.162 ,  5.622 ,  7.903 ,  5.738 ,  7.975 ,  8.130 ,  17.553 ,  36.058 ,  41.419 ,  21.507 ,  7.996 ,  6.004 ,  5.871 ,  5.079 ,  5.879 ,  6.851 ,  7.147 ,  10.492 ,  17.459 ,  32.181 ,  43.391 ,  28.171 ,  14.479 ,  9.277 ,  5.822 ,  5.979 ,  6.258 ,  7.935 ,  7.610 ,  17.123 ,  13.685 ,  32.161 ,  43.222 ,  22.076 ,  13.014 ,  10.871 ,  5.121 ,  4.484 ,  3.791 ,  296 ,  7.112 ,  6.735 ,  16.743 ,  36.221 ,  32.865 ,  23.708 ,  6.200 ,  10.068 ,  4.260 ,  3.863 ,  7.919 ,  4.187 ,  6.590 ,  9.003 ,  15.192 ,  37.350 ,
VENTAS,DISTRIBUIDOR3,1002,AGUA1.5CG,PLAN Vta Trade,  24.289 ,  27.766 ,  30.742 ,  20.166 ,  15.191 ,  15.915 ,  16.125 ,  16.027 ,  17.185 ,  21.326 ,  20.462 ,  32.470 ,  28.322 ,  36.186 ,  21.544 ,  15.160 ,  12.908 ,  14.467 ,  18.507 ,  16.004 ,  17.046 ,  18.589 ,  27.878 ,  32.823 ,  26.903 ,  29.659 ,  26.431 ,  19.143 ,  15.810 ,  16.540 ,  14.700 ,  17.963 ,  13.570 ,  18.110 ,  22.622 ,  30.938 ,  29.872 ,  29.838 ,  21.233 ,  5.654 ,  -   ,  -   ,  -   ,  -   ,  10.403 ,  22.140 ,  24.371 ,  22.544 ,  26.421 ,  25.911 ,  19.284 ,  21.318 ,  16.191 ,  12.402 ,  15.753 ,  15.030 ,  14.702 ,  18.114 ,  25.065 ,  27.963 ,
VENTAS,DISTRIBUIDOR4,1002,AGUA1.5CG,PLAN Vta Trade,  292.953 ,  280.245 ,  312.088 ,  261.473 ,  237.295 ,  220.074 ,  224.240 ,  223.237 ,  225.713 ,  239.127 ,  259.324 ,  333.742 ,  252.555 ,  325.413 ,  266.140 ,  239.936 ,  215.711 ,  218.488 ,  205.818 ,  230.274 ,  231.625 ,  234.290 ,  265.978 ,  317.962 ,  251.968 ,  307.524 ,  331.320 ,  210.828 ,  231.294 ,  234.479 ,  223.227 ,  221.251 ,  230.559 ,  234.429 ,  263.969 ,  304.687 ,  288.031 ,  265.511 ,  261.626 ,  44.415 ,  -   ,  -   ,  -   ,  -   ,  202.533 ,  236.114 ,  263.592 ,  247.629 ,  250.856 ,  257.684 ,  240.812 ,  236.499 ,  201.749 ,  192.749 ,  225.714 ,  196.692 ,  185.103 ,  233.394 ,  266.790 ,  271.677 ,
VENTAS,DISTRIBUIDOR5,1002,AGUA1.5CG,PLAN Vta Trade,  21.592 ,  19.311 ,  22.365 ,  13.868 ,  14.074 ,  12.639 ,  15.712 ,  10.698 ,  20.128 ,  14.228 ,  16.699 ,  31.436 ,  21.367 ,  25.910 ,  9.877 ,  16.075 ,  11.529 ,  11.805 ,  12.445 ,  13.323 ,  14.468 ,  15.784 ,  20.805 ,  25.102 ,  26.212 ,  28.257 ,  22.049 ,  16.146 ,  12.719 ,  13.080 ,  15.258 ,  10.771 ,  16.631 ,  18.401 ,  22.040 ,  24.090 ,  31.313 ,  26.735 ,  19.977 ,  4.365 ,  1.578 ,  68 ,- 14 ,- 5 ,  8.061 ,  19.047 ,  23.967 ,  20.825 ,  24.360 ,  16.932 ,  15.339 ,  14.291 ,  16.162 ,  9.379 ,  10.970 ,  11.750 ,  13.346 ,  18.092 ,  20.466 ,  21.410 ,
VENTAS,DISTRIBUIDOR6,1002,AGUA1.5CG,PLAN Vta Trade,  24.358 ,  17.784 ,  25.037 ,  19.788 ,  14.045 ,  11.842 ,  11.033 ,  12.943 ,  12.687 ,  16.642 ,  19.237 ,  25.556 ,  20.754 ,  25.371 ,  16.620 ,  14.133 ,  9.494 ,  10.993 ,  11.558 ,  12.240 ,  12.604 ,  13.228 ,  20.649 ,  26.601 ,  20.209 ,  20.711 ,  16.923 ,  15.173 ,  10.418 ,  10.216 ,  10.754 ,  8.348 ,  9.133 ,  15.661 ,  19.289 ,  24.242 ,  24.732 ,  18.530 ,  15.347 ,  7.224 ,  54 ,  8 ,  -   ,- 3 ,  6.441 ,  17.556 ,  17.687 ,  15.840 ,  22.192 ,  16.676 ,  13.448 ,  15.053 ,  10.203 ,  10.431 ,  10.433 ,  9.336 ,  11.135 ,  12.737 ,  19.940 ,  23.399 ,
VENTAS,DISTRIBUIDOR7,1002,AGUA1.5CG,PLAN Vta Trade,  5.893 ,  6.129 ,  6.012 ,  4.220 ,  3.189 ,  3.381 ,  3.104 ,  2.815 ,  4.230 ,  3.655 ,  5.422 ,  7.856 ,  5.633 ,  7.460 ,  6.275 ,  2.655 ,  2.435 ,  2.415 ,  3.621 ,  3.348 ,  3.515 ,  3.715 ,  5.821 ,  6.317 ,  6.819 ,  6.082 ,  6.485 ,  4.400 ,  3.546 ,  3.047 ,  3.009 ,  4.009 ,  3.339 ,  4.917 ,  5.637 ,  7.602 ,  8.046 ,  6.525 ,  5.562 ,  2.655 ,  -   ,  -   ,  -   ,  -   ,  -   ,  1.842 ,  5.796 ,  5.724 ,  6.813 ,  3.852 ,  5.229 ,  4.815 ,  2.943 ,  2.934 ,  3.699 ,  2.484 ,  3.483 ,  4.590 ,  6.480 ,  7.821 ,
VENTAS,DISTRIBUIDOR8,1002,AGUA1.5CG,PLAN Vta Trade,  12.058 ,  11.489 ,  14.182 ,  11.327 ,  8.598 ,  8.159 ,  6.984 ,  7.909 ,  9.820 ,  11.101 ,  11.415 ,  19.801 ,  16.197 ,  18.162 ,  7.024 ,  12.172 ,  7.549 ,  7.282 ,  6.665 ,  7.309 ,  9.893 ,  9.948 ,  11.054 ,  16.437 ,  14.805 ,  13.864 ,  12.883 ,  9.962 ,  8.508 ,  7.435 ,  7.893 ,  6.532 ,  10.428 ,  9.323 ,  13.899 ,  16.387 ,  15.696 ,  15.012 ,  12.869 ,  1.619 ,  -   ,  -   ,  -   ,  3.366 ,  9.104 ,  11.741 ,  15.770 ,  12.146 ,  12.456 ,  13.446 ,  9.932 ,  11.900 ,  7.329 ,  5.175 ,  8.861 ,  6.596 ,  10.890 ,  8.090 ,  17.528 ,  11.798 ,
VENTAS,DISTRIBUIDOR9,1002,AGUA1.5CG,PLAN Vta Trade,  2.507 ,  2.320 ,  2.934 ,  1.532 ,  1.509 ,  1.265 ,  1.290 ,  1.433 ,  1.519 ,  2.850 ,  1.406 ,  2.745 ,  4.624 ,  965 ,  1.575 ,  1.228 ,  956 ,  1.125 ,  1.381 ,  1.224 ,  1.220 ,  1.681 ,  2.147 ,  2.870 ,  2.348 ,  1.889 ,  2.758 ,  1.689 ,  1.317 ,  1.217 ,  1.432 ,  1.800 ,  1.480 ,  1.731 ,  2.428 ,  3.168 ,  2.389 ,  1.799 ,  762 ,  306 ,  207 ,  27 ,  162 ,- 18 ,  1.260 ,  1.584 ,  2.445 ,  2.771 ,  2.159 ,  2.193 ,  2.015 ,  1.790 ,  1.143 ,  1.016 ,  1.827 ,  1.467 ,  1.692 ,  1.674 ,  2.546 ,  3.375 ,
VENTAS,DISTRIBUIDOR10,1002,AGUA1.5CG,PLAN Vta Trade,  19.081 ,  27.745 ,  20.844 ,  15.480 ,  11.545 ,  12.182 ,  13.373 ,  11.786 ,  15.908 ,  17.367 ,  14.577 ,  22.822 ,  19.028 ,  26.649 ,  15.371 ,  8.542 ,  11.360 ,  9.440 ,  9.616 ,  12.976 ,  11.765 ,  12.473 ,  20.765 ,  24.441 ,  17.296 ,  20.301 ,  16.494 ,  14.131 ,  10.725 ,  11.730 ,  10.796 ,  12.684 ,  13.254 ,  19.285 ,  16.469 ,  22.625 ,  23.313 ,  22.529 ,  17.412 ,  15.579 ,  2.328 ,- 9 ,  -   ,  -   ,  315 ,  864 ,  3.312 ,  7.968 ,  24.056 ,  14.840 ,  14.049 ,  15.199 ,  10.363 ,  9.401 ,  12.785 ,  8.993 ,  12.528 ,  14.102 ,  20.046 ,  19.602 ,
VENTAS,DISTRIBUIDOR11,1002,AGUA1.5CG,PLAN Vta Trade,  4.651 ,  3.420 ,  3.611 ,  -   ,  5.019 ,  1.796 ,  2.340 ,  2.752 ,  3.346 ,  2.929 ,  5.938 ,  5.843 ,  4.858 ,  7.093 ,  3.941 ,  1.906 ,  1.100 ,  1.811 ,  3.148 ,  4.698 ,  2.959 ,  2.029 ,  2.603 ,  6.802 ,  3.221 ,  1.625 ,  5.214 ,  2.281 ,  1.827 ,  2.386 ,  3.137 ,  4.005 ,  3.861 ,  2.748 ,  3.919 ,  5.270 ,  1.486 ,  7.418 ,  6.668 ,  5.405 ,  1.122 ,- 2 ,- 8 ,  27 ,  2.303 ,  5.573 ,  8.426 ,  5.236 ,  8.005 ,  5.229 ,  5.741 ,  6.299 ,  5.562 ,  3.645 ,  4.523 ,  4.386 ,  5.307 ,  5.856 ,  8.679 ,  7.964 ,
VENTAS,DISTRIBUIDOR12,1002,AGUA1.5CG,PLAN Vta Trade,  338.592 ,  338.492 ,  342.972 ,  276.280 ,  247.299 ,  224.809 ,  229.242 ,  213.271 ,  234.058 ,  269.807 ,  275.348 ,  377.333 ,  329.754 ,  383.799 ,  275.267 ,  257.957 ,  208.562 ,  199.835 ,  222.733 ,  212.769 ,  229.547 ,  236.027 ,  300.531 ,  356.364 ,  345.692 ,  344.946 ,  355.420 ,  239.532 ,  225.303 ,  223.301 ,  209.621 ,  235.024 ,  221.017 ,  251.598 ,  301.522 ,  342.490 ,  348.212 ,  315.590 ,  293.282 ,  65.567 ,  6.512 ,- 315 ,  -   ,  -   ,  162.554 ,  255.601 ,  282.545 ,  269.963 ,  302.270 ,  306.996 ,  236.693 ,  238.319 ,  195.707 ,  181.049 ,  204.665 ,  186.702 ,  189.188 ,  219.974 ,  297.183 ,  305.691 ,
VENTAS,DISTRIBUIDOR13,1002,AGUA1.5CG,PLAN Vta Trade,  1.619 ,  1.455 ,  1.348 ,  1.180 ,  611 ,  667 ,  975 ,  875 ,  6.538 ,  972 ,  1.113 ,  1.493 ,  1.380 ,  1.236 ,  1.454 ,  786 ,  767 ,  489 ,  878 ,  999 ,  1.012 ,  1.184 ,  1.265 ,  2.022 ,  1.174 ,  1.328 ,  1.797 ,  965 ,  650 ,  838 ,  433 ,  847 ,  1.092 ,  940 ,  1.210 ,  1.683 ,  1.432 ,  1.233 ,  1.205 ,  864 ,  -   ,  -   ,  -   ,  -   ,  360 ,  636 ,  1.251 ,  1.647 ,  864 ,  1.026 ,  1.035 ,  1.116 ,  627 ,  612 ,  648 ,  675 ,  1.062 ,  612 ,  1.206 ,  1.062 ,
VENTAS,DISTRIBUIDOR14,1002,AGUA1.5CG,PLAN Vta Trade,  185.036 ,  138.670 ,  115.642 ,  87.195 ,  59.082 ,  62.018 ,  60.248 ,  62.973 ,  71.217 ,  74.502 ,  93.508 ,  174.108 ,  193.095 ,  161.626 ,  96.008 ,  63.697 ,  58.134 ,  55.715 ,  60.942 ,  68.037 ,  71.616 ,  73.012 ,  114.029 ,  142.796 ,  203.218 ,  159.454 ,  112.743 ,  82.213 ,  71.270 ,  68.398 ,  64.322 ,  73.175 ,  74.421 ,  85.774 ,  110.745 ,  159.304 ,  203.036 ,  154.202 ,  91.394 ,  18.165 ,  -   ,  -   ,  -   ,  -   ,  23.148 ,  86.789 ,  103.785 ,  145.038 ,  180.093 ,  130.467 ,  82.871 ,  89.000 ,  57.623 ,  60.275 ,  62.352 ,  59.642 ,  65.024 ,  78.399 ,  106.092 ,  150.119 ,
VENTAS,DISTRIBUIDOR15,1002,AGUA1.5CG,PLAN Vta Trade,  9.618 ,  8.715 ,  10.084 ,  5.164 ,  5.957 ,  5.122 ,  4.133 ,  4.727 ,  5.581 ,  5.090 ,  6.405 ,  9.325 ,  9.181 ,  9.144 ,  7.069 ,  3.945 ,  3.869 ,  4.129 ,  5.071 ,  4.239 ,  5.448 ,  5.152 ,  6.824 ,  9.476 ,  8.147 ,  7.916 ,  7.115 ,  6.080 ,  3.934 ,  4.282 ,  4.044 ,  3.856 ,  4.742 ,  4.926 ,  7.714 ,  7.258 ,  9.271 ,  7.749 ,  6.354 ,  2.006 ,  -   ,  -   ,  -   ,  -   ,  855 ,  5.930 ,  7.829 ,  6.074 ,  6.938 ,  5.211 ,  6.327 ,  6.183 ,  3.915 ,  2.781 ,  4.779 ,  2.628 ,  4.590 ,  4.266 ,  6.390 ,  7.173 ,
VENTAS,DISTRIBUIDOR16,1002,AGUA1.5CG,PLAN Vta Trade,  1.521 ,  1.474 ,  2.849 ,  1.352 ,  467 ,  442 ,  559 ,  1.245 ,  891 ,  893 ,  839 ,  1.180 ,  1.467 ,  2.174 ,  2.185 ,  894 ,  1.326 ,  876 ,  1.339 ,  1.998 ,  1.391 ,  2.341 ,  1.862 ,  2.509 ,  2.890 ,  8.609 ,  8.715 ,  7.968 ,  3.998 ,  2.449 ,  2.817 ,  1.973 ,  1.573 ,  1.521 ,  2.368 ,  2.290 ,  2.832 ,  1.428 ,  1.994 ,  680 ,  117 ,  -   ,  -   ,  -   ,  -   ,  882 ,  1.787 ,  1.871 ,  2.454 ,  2.192 ,  2.414 ,  1.962 ,  1.905 ,  1.197 ,  1.533 ,  1.391 ,  1.739 ,  1.839 ,  2.610 ,  3.807 ,
VENTAS,DISTRIBUIDOR17,1002,AGUA1.5CG,PLAN Vta Trade,  3.590 ,  4.264 ,  2.108 ,  1.779 ,  1.294 ,  1.262 ,  1.471 ,  2.310 ,  2.093 ,  1.092 ,  1.254 ,  2.550 ,  2.946 ,  3.599 ,  1.246 ,  2.204 ,  1.236 ,  1.871 ,  1.911 ,  1.953 ,  2.476 ,  1.844 ,  2.965 ,  3.204 ,  4.968 ,  3.506 ,  6.638 ,  4.337 ,  1.489 ,  2.091 ,  1.785 ,  1.964 ,  2.915 ,  2.684 ,  2.707 ,  4.091 ,  3.416 ,  2.241 ,  1.613 ,  1.995 ,  1.100 ,  44 ,  -   ,  171 ,  3.159 ,  540 ,  1.476 ,  1.676 ,  1.962 ,  1.424 ,  2.025 ,  2.012 ,  1.377 ,  1.152 ,  971 ,  1.739 ,  1.601 ,  1.503 ,  2.421 ,  2.781 ,
VENTAS,DISTRIBUIDOR18,1002,AGUA1.5CG,PLAN Vta Trade,  190.026 ,  108.019 ,  67.968 ,  52.474 ,  28.051 ,  26.531 ,  32.533 ,  29.159 ,  36.190 ,  41.676 ,  55.875 ,  192.745 ,  192.466 ,  128.350 ,  65.230 ,  27.885 ,  23.713 ,  26.755 ,  33.819 ,  30.236 ,  34.967 ,  45.158 ,  61.024 ,  169.061 ,  252.540 ,  125.354 ,  68.386 ,  41.742 ,  22.776 ,  42.817 ,  30.900 ,  32.632 ,  43.113 ,  48.666 ,  76.836 ,  144.572 ,  263.983 ,  126.519 ,  65.499 ,  25.250 ,  66 ,  1.530 ,- 30 ,- 384 ,  36.270 ,  62.444 ,  57.302 ,  133.712 ,  214.781 ,  115.086 ,  38.434 ,  48.362 ,  22.099 ,  23.357 ,  26.949 ,  29.510 ,  44.226 ,  36.704 ,  64.506 ,  143.112 ,
VENTAS,DISTRIBUIDOR19,1002,AGUA1.5CG,PLAN Vta Trade,  1.258 ,  1.229 ,  1.195 ,  708 ,  647 ,  902 ,  361 ,  701 ,  555 ,  787 ,  920 ,  1.496 ,  2.385 ,  3.022 ,  217 ,  1.337 ,  731 ,  590 ,  969 ,  662 ,  1.274 ,  723 ,  1.717 ,  1.570 ,  1.508 ,  1.780 ,  1.346 ,  1.168 ,  1.199 ,  972 ,  1.325 ,  1.563 ,  884 ,  740 ,  1.942 ,  1.273 ,  1.350 ,  1.095 ,  2.412 ,  270 ,  -   ,  -   ,  -   ,  -   ,  -   ,  2.114 ,  1.664 ,  2.457 ,  1.656 ,  1.320 ,  1.835 ,  1.511 ,  1.148 ,  1.053 ,  1.215 ,  1.190 ,  1.179 ,  1.653 ,  1.718 ,  1.494 ,
VENTAS,DISTRIBUIDOR1,1003,AGUA1.5SG,PLAN Vta Trade,  4.611 ,  4.575 ,  5.118 ,  4.146 ,  3.236 ,  3.764 ,  3.318 ,  4.539 ,  4.436 ,  6.403 ,  5.155 ,  7.776 ,  6.236 ,  11.778 ,  5.932 ,  5.707 ,  2.966 ,  3.119 ,  5.056 ,  3.934 ,  4.402 ,  5.463 ,  5.677 ,  9.329 ,  6.285 ,  7.484 ,  5.369 ,  6.309 ,  4.805 ,  3.423 ,  4.484 ,  4.295 ,  5.820 ,  4.634 ,  6.860 ,  10.369 ,  7.875 ,  9.836 ,  5.247 ,  5.154 ,  3.644 ,  1.443 ,- 54 ,  27 ,  -   ,  171 ,  5.550 ,  6.038 ,  6.503 ,  5.829 ,  4.371 ,  6.294 ,  3.480 ,  4.055 ,  3.948 ,  4.221 ,  6.197 ,  6.656 ,  9.869 ,  10.320 ,
VENTAS,DISTRIBUIDOR2,1003,AGUA1.5SG,PLAN Vta Trade,  50.064 ,  24.463 ,  19.350 ,  9.790 ,  6.020 ,  4.510 ,  6.655 ,  4.631 ,  6.561 ,  6.757 ,  16.029 ,  32.647 ,  48.714 ,  24.067 ,  14.444 ,  4.822 ,  4.401 ,  4.610 ,  4.594 ,  6.583 ,  6.567 ,  8.139 ,  18.427 ,  33.236 ,  61.159 ,  34.444 ,  14.300 ,  9.362 ,  6.687 ,  6.292 ,  5.721 ,  6.992 ,  6.590 ,  13.392 ,  15.262 ,  34.338 ,  58.554 ,  25.209 ,  14.211 ,  8.703 ,  1.229 ,  74 ,- 2 ,- 3 ,  2.798 ,  7.212 ,  18.326 ,  38.873 ,  45.680 ,  27.207 ,  9.158 ,  9.669 ,  5.583 ,  3.992 ,  8.321 ,  4.115 ,  6.581 ,  9.015 ,  17.478 ,  44.207 ,
VENTAS,DISTRIBUIDOR3,1003,AGUA1.5SG,PLAN Vta Trade,  15.872 ,  16.152 ,  17.064 ,  12.518 ,  10.602 ,  12.194 ,  11.460 ,  10.638 ,  14.204 ,  15.801 ,  16.092 ,  22.581 ,  19.377 ,  27.112 ,  16.863 ,  10.537 ,  9.327 ,  10.163 ,  12.017 ,  10.854 ,  12.214 ,  13.351 ,  19.624 ,  22.077 ,  19.340 ,  19.837 ,  17.388 ,  13.654 ,  12.578 ,  11.467 ,  10.985 ,  14.647 ,  12.542 ,  15.338 ,  18.671 ,  23.654 ,  21.855 ,  21.038 ,  16.031 ,  9.522 ,  -   ,  -   ,  -   ,  1.080 ,  13.634 ,  17.280 ,  19.170 ,  15.897 ,  19.262 ,  18.792 ,  13.824 ,  16.652 ,  11.810 ,  9.792 ,  12.987 ,  11.492 ,  12.447 ,  15.432 ,  18.999 ,  24.777 ,
VENTAS,DISTRIBUIDOR4,1003,AGUA1.5SG,PLAN Vta Trade,  216.002 ,  219.356 ,  245.893 ,  214.830 ,  191.619 ,  181.851 ,  182.833 ,  182.675 ,  196.127 ,  210.133 ,  217.698 ,  276.236 ,  192.688 ,  264.123 ,  239.201 ,  199.471 ,  175.056 ,  171.676 ,  169.956 ,  181.674 ,  192.852 ,  190.078 ,  213.708 ,  245.404 ,  192.795 ,  237.570 ,  246.032 ,  167.682 ,  178.016 ,  178.477 ,  171.216 ,  169.184 ,  177.349 ,  186.527 ,  204.280 ,  235.702 ,  219.699 ,  209.298 ,  204.449 ,  40.338 ,  -   ,  -   ,  -   ,  -   ,  110.868 ,  181.919 ,  201.798 ,  187.166 ,  197.007 ,  200.655 ,  177.338 ,  172.121 ,  157.808 ,  147.330 ,  163.920 ,  155.415 ,  151.869 ,  180.792 ,  211.757 ,  203.765 ,
VENTAS,DISTRIBUIDOR5,1003,AGUA1.5SG,PLAN Vta Trade,  20.799 ,  16.866 ,  20.248 ,  14.138 ,  12.706 ,  10.087 ,  14.526 ,  9.982 ,  14.689 ,  13.751 ,  8.439 ,  26.935 ,  22.213 ,  25.897 ,  18.656 ,  11.841 ,  11.085 ,  12.061 ,  13.607 ,  10.989 ,  12.283 ,  16.904 ,  20.275 ,  21.960 ,  27.420 ,  26.781 ,  20.111 ,  16.772 ,  12.214 ,  14.224 ,  14.842 ,  9.747 ,  16.712 ,  19.929 ,  20.643 ,  27.445 ,  24.385 ,  29.253 ,  17.387 ,  6.710 ,  411 ,  579 ,- 9 ,- 2 ,  4.695 ,  17.115 ,  17.009 ,  21.398 ,  19.405 ,  24.639 ,  12.788 ,  13.026 ,  10.911 ,  7.670 ,  13.194 ,  13.184 ,  13.614 ,  17.223 ,  22.760 ,  23.109 ,
VENTAS,DISTRIBUIDOR6,1003,AGUA1.5SG,PLAN Vta Trade,  12.804 ,  11.558 ,  14.708 ,  14.271 ,  8.997 ,  7.146 ,  8.274 ,  10.646 ,  8.664 ,  12.653 ,  11.957 ,  18.741 ,  7.519 ,  17.905 ,  16.011 ,  8.637 ,  8.175 ,  6.637 ,  7.630 ,  8.801 ,  10.503 ,  11.202 ,  14.853 ,  18.722 ,  14.824 ,  14.675 ,  10.326 ,  9.422 ,  7.057 ,  8.821 ,  8.406 ,  7.488 ,  9.510 ,  12.518 ,  14.723 ,  18.039 ,  16.416 ,  17.321 ,  12.666 ,  7.224 ,  8 ,- 12 ,  -   ,  -   ,  2.550 ,  11.213 ,  13.103 ,  13.196 ,  13.020 ,  9.708 ,  9.995 ,  12.581 ,  7.917 ,  5.636 ,  9.504 ,  8.036 ,  7.883 ,  11.603 ,  17.054 ,  14.862 ,
VENTAS,DISTRIBUIDOR7,1003,AGUA1.5SG,PLAN Vta Trade,  4.463 ,  3.321 ,  4.287 ,  3.354 ,  2.324 ,  2.075 ,  2.453 ,  2.605 ,  3.154 ,  3.103 ,  3.807 ,  5.612 ,  4.618 ,  6.148 ,  5.179 ,  1.996 ,  1.980 ,  2.104 ,  2.731 ,  2.446 ,  2.899 ,  3.328 ,  5.013 ,  6.313 ,  5.432 ,  5.221 ,  3.692 ,  3.633 ,  2.446 ,  2.659 ,  2.279 ,  3.406 ,  3.205 ,  3.387 ,  5.057 ,  6.315 ,  6.884 ,  6.084 ,  2.322 ,  2.844 ,  -   ,  -   ,  -   ,  -   ,  -   ,  2.601 ,  4.572 ,  4.932 ,  5.607 ,  5.949 ,  5.715 ,  4.725 ,  2.502 ,  2.196 ,  2.808 ,  2.754 ,  2.754 ,  3.321 ,  7.587 ,  6.264 ,
VENTAS,DISTRIBUIDOR8,1003,AGUA1.5SG,PLAN Vta Trade,  11.772 ,  14.701 ,  9.068 ,  13.692 ,  9.402 ,  11.465 ,  10.181 ,  9.833 ,  10.563 ,  12.584 ,  11.961 ,  20.290 ,  17.131 ,  17.929 ,  10.763 ,  9.427 ,  12.087 ,  8.846 ,  11.397 ,  9.964 ,  13.050 ,  10.884 ,  15.988 ,  15.901 ,  16.485 ,  15.483 ,  13.831 ,  14.359 ,  11.154 ,  12.269 ,  10.304 ,  12.255 ,  14.626 ,  12.898 ,  18.826 ,  20.507 ,  14.963 ,  19.272 ,  18.599 ,  7.929 ,  261 ,- 2 ,  -   ,  908 ,  13.908 ,  15.129 ,  14.036 ,  13.590 ,  5.490 ,  16.695 ,  12.852 ,  13.743 ,  12.588 ,  9.368 ,  12.470 ,  9.585 ,  13.308 ,  10.341 ,  19.635 ,  20.034 ,
VENTAS,DISTRIBUIDOR9,1003,AGUA1.5SG,PLAN Vta Trade,  1.806 ,  1.787 ,  1.958 ,  1.268 ,  1.075 ,  971 ,  843 ,  846 ,  1.161 ,  2.560 ,  953 ,  746 ,  4.050 ,  1.938 ,  1.425 ,  578 ,  1.629 ,  927 ,  1.050 ,  1.142 ,  1.073 ,  1.320 ,  1.518 ,  1.944 ,  1.657 ,  1.518 ,  1.807 ,  949 ,  948 ,  1.082 ,  1.108 ,  1.882 ,  1.398 ,  1.581 ,  1.686 ,  2.674 ,  1.093 ,  2.016 ,  476 ,  153 ,  117 ,  54 ,  126 ,  -   ,  -   ,  1.341 ,  1.754 ,  1.032 ,  2.304 ,  2.456 ,  1.439 ,  1.989 ,  1.161 ,  1.115 ,  1.170 ,  2.465 ,  1.359 ,  1.854 ,  2.133 ,  3.069 ,
VENTAS,DISTRIBUIDOR10,1003,AGUA1.5SG,PLAN Vta Trade,  12.952 ,  14.257 ,  14.519 ,  11.252 ,  9.094 ,  8.815 ,  8.373 ,  8.640 ,  9.965 ,  11.407 ,  11.188 ,  17.130 ,  13.588 ,  17.654 ,  11.822 ,  7.940 ,  7.176 ,  7.654 ,  8.408 ,  9.160 ,  9.246 ,  10.746 ,  15.549 ,  17.685 ,  13.433 ,  15.501 ,  13.476 ,  11.478 ,  8.824 ,  10.574 ,  8.956 ,  10.394 ,  9.715 ,  15.270 ,  14.040 ,  18.765 ,  17.271 ,  14.912 ,  15.515 ,  13.452 ,  2.097 ,- 18 ,  -   ,  -   ,  450 ,  927 ,  2.427 ,  3.125 ,  19.374 ,  11.454 ,  10.557 ,  12.107 ,  9.186 ,  7.031 ,  8.187 ,  7.524 ,  12.747 ,  10.919 ,  15.141 ,  16.610 ,
VENTAS,DISTRIBUIDOR11,1003,AGUA1.5SG,PLAN Vta Trade,  3.175 ,  3.025 ,  3.559 ,  -   ,  4.369 ,  1.470 ,  2.106 ,  2.099 ,  2.680 ,  2.463 ,  4.540 ,  4.692 ,  3.753 ,  5.020 ,  3.257 ,  1.589 ,  818 ,  1.929 ,  2.810 ,  3.432 ,  2.961 ,  2.202 ,  2.264 ,  5.466 ,  2.366 ,  1.500 ,  2.275 ,  1.481 ,  1.803 ,  3.061 ,  2.270 ,  3.810 ,  4.043 ,  2.430 ,  4.026 ,  4.541 ,  4.332 ,  5.282 ,  4.923 ,  4.482 ,  5.397 ,  159 ,- 99 ,- 20 ,  3.833 ,  5.508 ,  5.736 ,  4.099 ,  5.109 ,  3.908 ,  4.701 ,  4.986 ,  2.390 ,  3.270 ,  3.590 ,  2.912 ,  5.910 ,  5.132 ,  5.819 ,  6.389 ,
